Subject_ID,Model_ID,Task_ID,Performance_Metric,Value
Subj_002,Model_Top_03,Task1a,Precision,0.920532
Subj_002,Model_Top_03,Task1a,Recall,0.898825
Subj_002,Model_Top_03,Task1a,F1_score,0.909549
Subj_002,Model_Top_03,Task1a,F2_score,0.903084
Subj_003,Model_Top_03,Task1a,Accuracy,0.928176
Subj_003,Model_Top_03,Task1a,Precision,0.929828
Subj_003,Model_Top_03,Task1a,Recall,0.926254
Subj_003,Model_Top_03,Task1a,F1_score,0.928037
Subj_003,Model_Top_03,Task1a,F2_score,0.926966
Subj_004,Model_Top_03,Task1a,Accuracy,0.949309
Subj_004,Model_Top_03,Task1a,Precision,0.967973
Subj_004,Model_Top_03,Task1a,Recall,0.929368
Subj_004,Model_Top_03,Task1a,F1_score,0.948278
Subj_004,Model_Top_03,Task1a,F2_score,0.936841
Subj_005,Model_Top_03,Task1a,Accuracy,0.937554
Subj_005,Model_Top_03,Task1a,Precision,0.954687
Subj_005,Model_Top_03,Task1a,Recall,0.918715
Subj_005,Model_Top_03,Task1a,F1_score,0.936355
Subj_005,Model_Top_03,Task1a,F2_score,0.925691
Subj_006,Model_Top_03,Task1a,Accuracy,0.914739
Subj_006,Model_Top_03,Task1a,Precision,0.918006
Subj_006,Model_Top_03,Task1a,Recall,0.910832
Subj_006,Model_Top_03,Task1a,F1_score,0.914405
Subj_006,Model_Top_03,Task1a,F2_score,0.912258
Subj_007,Model_Top_03,Task1a,Accuracy,0.942984
Subj_007,Model_Top_03,Task1a,Precision,0.925785
Subj_007,Model_Top_03,Task1a,Recall,0.963181
Subj_007,Model_Top_03,Task1a,F1_score,0.944113
Subj_007,Model_Top_03,Task1a,F2_score,0.955462
Subj_008,Model_Top_03,Task1a,Accuracy,0.93205
Subj_008,Model_Top_03,Task1a,Precision,0.924158
Subj_008,Model_Top_03,Task1a,Recall,0.941353
Subj_008,Model_Top_03,Task1a,F1_score,0.932676
Subj_008,Model_Top_03,Task1a,F2_score,0.937863
Subj_009,Model_Top_03,Task1a,Accuracy,0.93201
Subj_009,Model_Top_03,Task1a,Precision,0.922778
Subj_009,Model_Top_03,Task1a,Recall,0.942928
Subj_009,Model_Top_03,Task1a,F1_score,0.932744
Subj_009,Model_Top_03,Task1a,F2_score,0.938828
Subj_010,Model_Top_03,Task1a,Accuracy,0.935131
Subj_010,Model_Top_03,Task1a,Precision,0.944571
Subj_010,Model_Top_03,Task1a,Recall,0.924513
Subj_010,Model_Top_03,Task1a,F1_score,0.934435
Subj_010,Model_Top_03,Task1a,F2_score,0.928456
Subj_011,Model_Top_03,Task1a,Accuracy,0.927437
Subj_011,Model_Top_03,Task1a,Precision,0.937367
Subj_011,Model_Top_03,Task1a,Recall,0.916084
Subj_011,Model_Top_03,Task1a,F1_score,0.926603
Subj_011,Model_Top_03,Task1a,F2_score,0.920263
Subj_012,Model_Top_03,Task1a,Accuracy,0.933287
Subj_012,Model_Top_03,Task1a,Precision,0.945605
Subj_012,Model_Top_03,Task1a,Recall,0.919465
Subj_012,Model_Top_03,Task1a,F1_score,0.932352
Subj_012,Model_Top_03,Task1a,F2_score,0.924577
Subj_013,Model_Top_03,Task1a,Accuracy,0.911959
Subj_013,Model_Top_03,Task1a,Precision,0.917318
Subj_013,Model_Top_03,Task1a,Recall,0.905539
Subj_013,Model_Top_03,Task1a,F1_score,0.91139
Subj_013,Model_Top_03,Task1a,F2_score,0.90787
Subj_014,Model_Top_03,Task1a,Accuracy,0.947026
Subj_014,Model_Top_03,Task1a,Precision,0.940977
Subj_014,Model_Top_03,Task1a,Recall,0.953885
Subj_014,Model_Top_03,Task1a,F1_score,0.947387
Subj_014,Model_Top_03,Task1a,F2_score,0.951275
Subj_015,Model_Top_03,Task1a,Accuracy,0.933452
Subj_015,Model_Top_03,Task1a,Precision,0.940764
Subj_015,Model_Top_03,Task1a,Recall,0.925156
Subj_015,Model_Top_03,Task1a,F1_score,0.932895
Subj_015,Model_Top_03,Task1a,F2_score,0.928236
Subj_001,Model_UpperMid_01,Task1a,Accuracy,0.856254
Subj_001,Model_UpperMid_01,Task1a,Precision,0.835677
Subj_001,Model_UpperMid_01,Task1a,Recall,0.886905
Subj_001,Model_UpperMid_01,Task1a,F1_score,0.860529
Subj_001,Model_UpperMid_01,Task1a,F2_score,0.876163
Subj_002,Model_UpperMid_01,Task1a,Accuracy,0.827602
Subj_002,Model_UpperMid_01,Task1a,Precision,0.833064
Subj_002,Model_UpperMid_01,Task1a,Recall,0.819402
Subj_002,Model_UpperMid_01,Task1a,F1_score,0.826177
Subj_002,Model_UpperMid_01,Task1a,F2_score,0.822099
Subj_003,Model_UpperMid_01,Task1a,Accuracy,0.861355
Subj_003,Model_UpperMid_01,Task1a,Precision,0.867934
Subj_003,Model_UpperMid_01,Task1a,Recall,0.852415
Subj_003,Model_UpperMid_01,Task1a,F1_score,0.860105
Subj_003,Model_UpperMid_01,Task1a,F2_score,0.855475
Subj_004,Model_UpperMid_01,Task1a,Accuracy,0.866528
Subj_004,Model_UpperMid_01,Task1a,Precision,0.884819
Subj_004,Model_UpperMid_01,Task1a,Recall,0.842762
Subj_004,Model_UpperMid_01,Task1a,F1_score,0.863279
Subj_004,Model_UpperMid_01,Task1a,F2_score,0.850851
Subj_005,Model_UpperMid_01,Task1a,Accuracy,0.778245
Subj_005,Model_UpperMid_01,Task1a,Precision,0.776298
Subj_005,Model_UpperMid_01,Task1a,Recall,0.781768
Subj_005,Model_UpperMid_01,Task1a,F1_score,0.779023
Subj_005,Model_UpperMid_01,Task1a,F2_score,0.780668
Subj_006,Model_UpperMid_01,Task1a,Accuracy,0.895467
Subj_006,Model_UpperMid_01,Task1a,Precision,0.889347
Subj_006,Model_UpperMid_01,Task1a,Recall,0.903326
Subj_006,Model_UpperMid_01,Task1a,F1_score,0.896282
Subj_006,Model_UpperMid_01,Task1a,F2_score,0.900495
Subj_007,Model_UpperMid_01,Task1a,Accuracy,0.818589
Subj_007,Model_UpperMid_01,Task1a,Precision,0.817381
Subj_007,Model_UpperMid_01,Task1a,Recall,0.820493
Subj_007,Model_UpperMid_01,Task1a,F1_score,0.818934
Subj_007,Model_UpperMid_01,Task1a,F2_score,0.819869
Subj_008,Model_UpperMid_01,Task1a,Accuracy,0.842983
Subj_008,Model_UpperMid_01,Task1a,Precision,0.881897
Subj_008,Model_UpperMid_01,Task1a,Recall,0.792034
Subj_008,Model_UpperMid_01,Task1a,F1_score,0.834553
Subj_008,Model_UpperMid_01,Task1a,F2_score,0.808511
Subj_009,Model_UpperMid_01,Task1a,Accuracy,0.815499
Subj_009,Model_UpperMid_01,Task1a,Precision,0.789262
Subj_009,Model_UpperMid_01,Task1a,Recall,0.860851
Subj_009,Model_UpperMid_01,Task1a,F1_score,0.823504
Subj_009,Model_UpperMid_01,Task1a,F2_score,0.845513
Subj_010,Model_UpperMid_01,Task1a,Accuracy,0.819019
Subj_010,Model_UpperMid_01,Task1a,Precision,0.808925
Subj_010,Model_UpperMid_01,Task1a,Recall,0.835357
Subj_010,Model_UpperMid_01,Task1a,F1_score,0.821929
Subj_010,Model_UpperMid_01,Task1a,F2_score,0.829933
Subj_011,Model_UpperMid_01,Task1a,Accuracy,0.829994
Subj_011,Model_UpperMid_01,Task1a,Precision,0.818013
Subj_011,Model_UpperMid_01,Task1a,Recall,0.848831
Subj_011,Model_UpperMid_01,Task1a,F1_score,0.833137
Subj_011,Model_UpperMid_01,Task1a,F2_score,0.842483
Subj_012,Model_UpperMid_01,Task1a,Accuracy,0.862226
Subj_012,Model_UpperMid_01,Task1a,Precision,0.879776
Subj_012,Model_UpperMid_01,Task1a,Recall,0.83912
Subj_012,Model_UpperMid_01,Task1a,F1_score,0.858967
Subj_012,Model_UpperMid_01,Task1a,F2_score,0.846948
Subj_013,Model_UpperMid_01,Task1a,Accuracy,0.810736
Subj_013,Model_UpperMid_01,Task1a,Precision,0.849756
Subj_013,Model_UpperMid_01,Task1a,Recall,0.754954
Subj_013,Model_UpperMid_01,Task1a,F1_score,0.799555
Subj_013,Model_UpperMid_01,Task1a,F2_score,0.772184
Subj_014,Model_UpperMid_01,Task1a,Accuracy,0.814635
Subj_014,Model_UpperMid_01,Task1a,Precision,0.822524
Subj_014,Model_UpperMid_01,Task1a,Recall,0.802406
Subj_014,Model_UpperMid_01,Task1a,F1_score,0.81234
Subj_014,Model_UpperMid_01,Task1a,F2_score,0.80635
Subj_015,Model_UpperMid_01,Task1a,Accuracy,0.785249
Subj_015,Model_UpperMid_01,Task1a,Precision,0.77652
Subj_015,Model_UpperMid_01,Task1a,Recall,0.801033
Subj_015,Model_UpperMid_01,Task1a,F1_score,0.788586
Subj_015,Model_UpperMid_01,Task1a,F2_score,0.796007
Subj_001,Model_UpperMid_02,Task1a,Accuracy,0.834726
Subj_001,Model_UpperMid_02,Task1a,Precision,0.824518
Subj_001,Model_UpperMid_02,Task1a,Recall,0.850453
Subj_001,Model_UpperMid_02,Task1a,F1_score,0.837285
Subj_001,Model_UpperMid_02,Task1a,F2_score,0.845137
Subj_002,Model_UpperMid_02,Task1a,Accuracy,0.808663
Subj_002,Model_UpperMid_02,Task1a,Precision,0.797908
Subj_002,Model_UpperMid_02,Task1a,Recall,0.826713
Subj_002,Model_UpperMid_02,Task1a,F1_score,0.812055
Subj_002,Model_UpperMid_02,Task1a,F2_score,0.820787
Subj_003,Model_UpperMid_02,Task1a,Accuracy,0.81917
Subj_003,Model_UpperMid_02,Task1a,Precision,0.820494
Subj_003,Model_UpperMid_02,Task1a,Recall,0.817104
Subj_003,Model_UpperMid_02,Task1a,F1_score,0.818796
Subj_003,Model_UpperMid_02,Task1a,F2_score,0.81778
Subj_004,Model_UpperMid_02,Task1a,Accuracy,0.851973
Subj_004,Model_UpperMid_02,Task1a,Precision,0.86037
Subj_004,Model_UpperMid_02,Task1a,Recall,0.840322
Subj_004,Model_UpperMid_02,Task1a,F1_score,0.850228
Subj_004,Model_UpperMid_02,Task1a,F2_score,0.844257
Subj_005,Model_UpperMid_02,Task1a,Accuracy,0.849122
Subj_005,Model_UpperMid_02,Task1a,Precision,0.869344
Subj_005,Model_UpperMid_02,Task1a,Recall,0.821748
Subj_005,Model_UpperMid_02,Task1a,F1_score,0.844876
Subj_005,Model_UpperMid_02,Task1a,F2_score,0.830846
Subj_006,Model_UpperMid_02,Task1a,Accuracy,0.816775
Subj_006,Model_UpperMid_02,Task1a,Precision,0.814815
Subj_006,Model_UpperMid_02,Task1a,Recall,0.819888
Subj_006,Model_UpperMid_02,Task1a,F1_score,0.817344
Subj_006,Model_UpperMid_02,Task1a,F2_score,0.818869
Subj_007,Model_UpperMid_02,Task1a,Accuracy,0.836195
Subj_007,Model_UpperMid_02,Task1a,Precision,0.839981
Subj_007,Model_UpperMid_02,Task1a,Recall,0.830627
Subj_007,Model_UpperMid_02,Task1a,F1_score,0.835278
Subj_007,Model_UpperMid_02,Task1a,F2_score,0.832481
Subj_008,Model_UpperMid_02,Task1a,Accuracy,0.81345
Subj_008,Model_UpperMid_02,Task1a,Precision,0.804398
Subj_008,Model_UpperMid_02,Task1a,Recall,0.828318
Subj_008,Model_UpperMid_02,Task1a,F1_score,0.816183
Subj_008,Model_UpperMid_02,Task1a,F2_score,0.823421
Subj_009,Model_UpperMid_02,Task1a,Accuracy,0.861361
Subj_009,Model_UpperMid_02,Task1a,Precision,0.839599
Subj_009,Model_UpperMid_02,Task1a,Recall,0.893403
Subj_009,Model_UpperMid_02,Task1a,F1_score,0.865666
Subj_009,Model_UpperMid_02,Task1a,F2_score,0.882097
Subj_010,Model_UpperMid_02,Task1a,Accuracy,0.848721
Subj_010,Model_UpperMid_02,Task1a,Precision,0.88381
Subj_010,Model_UpperMid_02,Task1a,Recall,0.80301
Subj_010,Model_UpperMid_02,Task1a,F1_score,0.841475
Subj_010,Model_UpperMid_02,Task1a,F2_score,0.817966
Subj_011,Model_UpperMid_02,Task1a,Accuracy,0.810336
Subj_011,Model_UpperMid_02,Task1a,Precision,0.825772
Subj_011,Model_UpperMid_02,Task1a,Recall,0.786646
Subj_011,Model_UpperMid_02,Task1a,F1_score,0.805734
Subj_011,Model_UpperMid_02,Task1a,F2_score,0.794172
Subj_012,Model_UpperMid_02,Task1a,Accuracy,0.824132
Subj_012,Model_UpperMid_02,Task1a,Precision,0.817637
Subj_012,Model_UpperMid_02,Task1a,Recall,0.834355
Subj_012,Model_UpperMid_02,Task1a,F1_score,0.825912
Subj_012,Model_UpperMid_02,Task1a,F2_score,0.830957
Subj_013,Model_UpperMid_02,Task1a,Accuracy,0.840687
Subj_013,Model_UpperMid_02,Task1a,Precision,0.865816
Subj_013,Model_UpperMid_02,Task1a,Recall,0.806339
Subj_013,Model_UpperMid_02,Task1a,F1_score,0.83502
Subj_013,Model_UpperMid_02,Task1a,F2_score,0.817572
Subj_014,Model_UpperMid_02,Task1a,Accuracy,0.797494
Subj_014,Model_UpperMid_02,Task1a,Precision,0.815936
Subj_014,Model_UpperMid_02,Task1a,Recall,0.768307
Subj_014,Model_UpperMid_02,Task1a,F1_score,0.791406
Subj_014,Model_UpperMid_02,Task1a,F2_score,0.777383
Subj_015,Model_UpperMid_02,Task1a,Accuracy,0.816527
Subj_015,Model_UpperMid_02,Task1a,Precision,0.829116
Subj_015,Model_UpperMid_02,Task1a,Recall,0.797401
Subj_015,Model_UpperMid_02,Task1a,F1_score,0.812949
Subj_015,Model_UpperMid_02,Task1a,F2_score,0.803548
Subj_001,Model_UpperMid_03,Task1a,Accuracy,0.794773
Subj_001,Model_UpperMid_03,Task1a,Precision,0.804381
Subj_001,Model_UpperMid_03,Task1a,Recall,0.778991
Subj_001,Model_UpperMid_03,Task1a,F1_score,0.791482
Subj_001,Model_UpperMid_03,Task1a,F2_score,0.78394
Subj_002,Model_UpperMid_03,Task1a,Accuracy,0.790715
Subj_002,Model_UpperMid_03,Task1a,Precision,0.823889
Subj_002,Model_UpperMid_03,Task1a,Recall,0.739502
Subj_002,Model_UpperMid_03,Task1a,F1_score,0.779418
Subj_002,Model_UpperMid_03,Task1a,F2_score,0.754968
Subj_003,Model_UpperMid_03,Task1a,Accuracy,0.814451
Subj_003,Model_UpperMid_03,Task1a,Precision,0.762349
Subj_003,Model_UpperMid_03,Task1a,Recall,0.913751
Subj_003,Model_UpperMid_03,Task1a,F1_score,0.831212
Subj_003,Model_UpperMid_03,Task1a,F2_score,0.878844
Subj_004,Model_UpperMid_03,Task1a,Accuracy,0.769956
Subj_004,Model_UpperMid_03,Task1a,Precision,0.770401
Subj_004,Model_UpperMid_03,Task1a,Recall,0.769132
Subj_004,Model_UpperMid_03,Task1a,F1_score,0.769766
Subj_004,Model_UpperMid_03,Task1a,F2_score,0.769385
Subj_005,Model_UpperMid_03,Task1a,Accuracy,0.927624
Subj_005,Model_UpperMid_03,Task1a,Precision,0.910462
Subj_005,Model_UpperMid_03,Task1a,Recall,0.948531
Subj_005,Model_UpperMid_03,Task1a,F1_score,0.929106
Subj_005,Model_UpperMid_03,Task1a,F2_score,0.940664
Subj_006,Model_UpperMid_03,Task1a,Accuracy,0.784903
Subj_006,Model_UpperMid_03,Task1a,Precision,0.775595
Subj_006,Model_UpperMid_03,Task1a,Recall,0.801791
Subj_006,Model_UpperMid_03,Task1a,F1_score,0.788476
Subj_006,Model_UpperMid_03,Task1a,F2_score,0.796411
Subj_007,Model_UpperMid_03,Task1a,Accuracy,0.86475
Subj_007,Model_UpperMid_03,Task1a,Precision,0.843426
Subj_007,Model_UpperMid_03,Task1a,Recall,0.895795
Subj_007,Model_UpperMid_03,Task1a,F1_score,0.868822
Subj_007,Model_UpperMid_03,Task1a,F2_score,0.884808
Subj_008,Model_UpperMid_03,Task1a,Accuracy,0.79236
Subj_008,Model_UpperMid_03,Task1a,Precision,0.783875
Subj_008,Model_UpperMid_03,Task1a,Recall,0.807304
Subj_008,Model_UpperMid_03,Task1a,F1_score,0.795417
Subj_008,Model_UpperMid_03,Task1a,F2_score,0.802507
Subj_009,Model_UpperMid_03,Task1a,Accuracy,0.852375
Subj_009,Model_UpperMid_03,Task1a,Precision,0.862962
Subj_009,Model_UpperMid_03,Task1a,Recall,0.83779
Subj_009,Model_UpperMid_03,Task1a,F1_score,0.85019
Subj_009,Model_UpperMid_03,Task1a,F2_score,0.842706
Subj_010,Model_UpperMid_03,Task1a,Accuracy,0.811654
Subj_010,Model_UpperMid_03,Task1a,Precision,0.811252
Subj_010,Model_UpperMid_03,Task1a,Recall,0.8123
Subj_010,Model_UpperMid_03,Task1a,F1_score,0.811776
Subj_010,Model_UpperMid_03,Task1a,F2_score,0.812091
Subj_011,Model_UpperMid_03,Task1a,Accuracy,0.780784
Subj_011,Model_UpperMid_03,Task1a,Precision,0.76648
Subj_011,Model_UpperMid_03,Task1a,Recall,0.807622
Subj_011,Model_UpperMid_03,Task1a,F1_score,0.786513
Subj_011,Model_UpperMid_03,Task1a,F2_score,0.799044
Subj_012,Model_UpperMid_03,Task1a,Accuracy,0.821029
Subj_012,Model_UpperMid_03,Task1a,Precision,0.816173
Subj_012,Model_UpperMid_03,Task1a,Recall,0.828707
Subj_012,Model_UpperMid_03,Task1a,F1_score,0.822392
Subj_012,Model_UpperMid_03,Task1a,F2_score,0.82617
Subj_013,Model_UpperMid_03,Task1a,Accuracy,0.816893
Subj_013,Model_UpperMid_03,Task1a,Precision,0.80322
Subj_013,Model_UpperMid_03,Task1a,Recall,0.839438
Subj_013,Model_UpperMid_03,Task1a,F1_score,0.82093
Subj_013,Model_UpperMid_03,Task1a,F2_score,0.831936
Subj_014,Model_UpperMid_03,Task1a,Accuracy,0.852884
Subj_014,Model_UpperMid_03,Task1a,Precision,0.873514
Subj_014,Model_UpperMid_03,Task1a,Recall,0.825267
Subj_014,Model_UpperMid_03,Task1a,F1_score,0.848705
Subj_014,Model_UpperMid_03,Task1a,F2_score,0.834485
Subj_015,Model_UpperMid_03,Task1a,Accuracy,0.834429
Subj_015,Model_UpperMid_03,Task1a,Precision,0.843884
Subj_015,Model_UpperMid_03,Task1a,Recall,0.820682
Subj_015,Model_UpperMid_03,Task1a,F1_score,0.832121
Subj_015,Model_UpperMid_03,Task1a,F2_score,0.82522
Subj_001,Model_UpperMid_04,Task1a,Accuracy,0.821879
Subj_001,Model_UpperMid_04,Task1a,Precision,0.829659
Subj_001,Model_UpperMid_04,Task1a,Recall,0.810079
Subj_001,Model_UpperMid_04,Task1a,F1_score,0.819752
Subj_001,Model_UpperMid_04,Task1a,F2_score,0.813921
Subj_002,Model_UpperMid_04,Task1a,Accuracy,0.83525
Subj_002,Model_UpperMid_04,Task1a,Precision,0.839352
Subj_002,Model_UpperMid_04,Task1a,Recall,0.829204
Subj_002,Model_UpperMid_04,Task1a,F1_score,0.834248
