Subject_ID,Model_ID,Task_ID,Performance_Metric,Value
Subj_01,Model_Top_001,Task2,ASSD_Thalamus_L,0.597957
Subj_01,Model_Top_001,Task2,RVE_Thalamus_L,2.266689
Subj_01,Model_Top_001,Task2,DSC_Thalamus_R,0.853788
Subj_01,Model_Top_001,Task2,HD_Thalamus_R,2.086547
Subj_01,Model_Top_001,Task2,HD95_Thalamus_R,1.624739
Subj_01,Model_Top_001,Task2,ASSD_Thalamus_R,0.626833
Subj_01,Model_Top_001,Task2,RVE_Thalamus_R,2.145707
Subj_01,Model_Top_001,Task2,DSC_CorpusCallosum,0.823961
Subj_01,Model_Top_001,Task2,HD_CorpusCallosum,2.013476
Subj_01,Model_Top_001,Task2,HD95_CorpusCallosum,1.697257
Subj_01,Model_Top_001,Task2,ASSD_CorpusCallosum,0.667977
Subj_01,Model_Top_001,Task2,RVE_CorpusCallosum,2.757001
Subj_02,Model_Top_001,Task2,DSC_Hippocampus_L,0.807575
Subj_02,Model_Top_001,Task2,HD_Hippocampus_L,1.461891
Subj_02,Model_Top_001,Task2,HD95_Hippocampus_L,1.319512
Subj_02,Model_Top_001,Task2,ASSD_Hippocampus_L,0.51831
Subj_02,Model_Top_001,Task2,RVE_Hippocampus_L,2.607456
Subj_02,Model_Top_001,Task2,DSC_Hippocampus_R,0.826255
Subj_02,Model_Top_001,Task2,HD_Hippocampus_R,1.785125
Subj_02,Model_Top_001,Task2,HD95_Hippocampus_R,1.187261
Subj_02,Model_Top_001,Task2,ASSD_Hippocampus_R,0.457778
Subj_02,Model_Top_001,Task2,RVE_Hippocampus_R,1.907546
Subj_02,Model_Top_001,Task2,DSC_Ventricle_L,0.888447
Subj_02,Model_Top_001,Task2,HD_Ventricle_L,2.08767
Subj_02,Model_Top_001,Task2,HD95_Ventricle_L,1.829616
Subj_02,Model_Top_001,Task2,ASSD_Ventricle_L,0.701749
Subj_02,Model_Top_001,Task2,RVE_Ventricle_L,1.864324
Subj_02,Model_Top_001,Task2,DSC_Ventricle_R,0.890369
Subj_02,Model_Top_001,Task2,HD_Ventricle_R,1.846677
Subj_02,Model_Top_001,Task2,HD95_Ventricle_R,1.810468
Subj_02,Model_Top_001,Task2,ASSD_Ventricle_R,0.69323
Subj_02,Model_Top_001,Task2,RVE_Ventricle_R,1.882041
Subj_02,Model_Top_001,Task2,DSC_Caudate_L,0.813166
Subj_02,Model_Top_001,Task2,HD_Caudate_L,1.570859
Subj_02,Model_Top_001,Task2,HD95_Caudate_L,1.102827
Subj_02,Model_Top_001,Task2,ASSD_Caudate_L,0.426784
Subj_02,Model_Top_001,Task2,RVE_Caudate_L,2.319961
Subj_02,Model_Top_001,Task2,DSC_Caudate_R,0.834457
Subj_02,Model_Top_001,Task2,HD_Caudate_R,1.48901
Subj_02,Model_Top_001,Task2,HD95_Caudate_R,0.972413
Subj_02,Model_Top_001,Task2,ASSD_Caudate_R,0.368874
Subj_02,Model_Top_001,Task2,RVE_Caudate_R,1.274152
Subj_02,Model_Top_001,Task2,DSC_Lentiform_L,0.852185
Subj_02,Model_Top_001,Task2,HD_Lentiform_L,1.504697
Subj_02,Model_Top_001,Task2,HD95_Lentiform_L,1.27494
Subj_02,Model_Top_001,Task2,ASSD_Lentiform_L,0.484221
Subj_02,Model_Top_001,Task2,RVE_Lentiform_L,1.902723
Subj_02,Model_Top_001,Task2,DSC_Lentiform_R,0.87995
Subj_02,Model_Top_001,Task2,HD_Lentiform_R,1.17177
Subj_02,Model_Top_001,Task2,HD95_Lentiform_R,1.087904
Subj_02,Model_Top_001,Task2,ASSD_Lentiform_R,0.406827
Subj_02,Model_Top_001,Task2,RVE_Lentiform_R,0.174343
Subj_02,Model_Top_001,Task2,DSC_Thalamus_L,0.887582
Subj_02,Model_Top_001,Task2,HD_Thalamus_L,1.975585
Subj_02,Model_Top_001,Task2,HD95_Thalamus_L,1.340945
Subj_02,Model_Top_001,Task2,ASSD_Thalamus_L,0.503527
Subj_02,Model_Top_001,Task2,RVE_Thalamus_L,1.022372
Subj_02,Model_Top_001,Task2,DSC_Thalamus_R,0.873112
Subj_02,Model_Top_001,Task2,HD_Thalamus_R,2.171372
Subj_02,Model_Top_001,Task2,HD95_Thalamus_R,1.456208
Subj_02,Model_Top_001,Task2,ASSD_Thalamus_R,0.552268
Subj_02,Model_Top_001,Task2,RVE_Thalamus_R,1.464299
Subj_02,Model_Top_001,Task2,DSC_CorpusCallosum,0.855608
Subj_02,Model_Top_001,Task2,HD_CorpusCallosum,1.599029
Subj_02,Model_Top_001,Task2,HD95_CorpusCallosum,1.422619
Subj_02,Model_Top_001,Task2,ASSD_CorpusCallosum,0.543187
Subj_02,Model_Top_001,Task2,RVE_CorpusCallosum,1.687211
Subj_03,Model_Top_001,Task2,DSC_Hippocampus_L,0.839609
Subj_03,Model_Top_001,Task2,HD_Hippocampus_L,1.432507
Subj_03,Model_Top_001,Task2,HD95_Hippocampus_L,1.098094
Subj_03,Model_Top_001,Task2,ASSD_Hippocampus_L,0.418143
Subj_03,Model_Top_001,Task2,RVE_Hippocampus_L,1.551245
Subj_03,Model_Top_001,Task2,DSC_Hippocampus_R,0.840223
Subj_03,Model_Top_001,Task2,HD_Hippocampus_R,1.232935
Subj_03,Model_Top_001,Task2,HD95_Hippocampus_R,1.094121
Subj_03,Model_Top_001,Task2,ASSD_Hippocampus_R,0.416404
Subj_03,Model_Top_001,Task2,RVE_Hippocampus_R,1.172541
Subj_03,Model_Top_001,Task2,DSC_Ventricle_L,0.898333
Subj_03,Model_Top_001,Task2,HD_Ventricle_L,2.169638
Subj_03,Model_Top_001,Task2,HD95_Ventricle_L,1.732756
Subj_03,Model_Top_001,Task2,ASSD_Ventricle_L,0.659016
Subj_03,Model_Top_001,Task2,RVE_Ventricle_L,1.678213
Subj_03,Model_Top_001,Task2,DSC_Ventricle_R,0.887011
Subj_03,Model_Top_001,Task2,HD_Ventricle_R,2.631698
Subj_03,Model_Top_001,Task2,HD95_Ventricle_R,1.844012
Subj_03,Model_Top_001,Task2,ASSD_Ventricle_R,0.708174
Subj_03,Model_Top_001,Task2,RVE_Ventricle_R,1.923898
Subj_03,Model_Top_001,Task2,DSC_Caudate_L,0.856715
Subj_03,Model_Top_001,Task2,HD_Caudate_L,1.121177
Subj_03,Model_Top_001,Task2,HD95_Caudate_L,0.85293
Subj_03,Model_Top_001,Task2,ASSD_Caudate_L,0.319162
Subj_03,Model_Top_001,Task2,RVE_Caudate_L,0.788576
Subj_03,Model_Top_001,Task2,DSC_Caudate_R,0.836507
Subj_03,Model_Top_001,Task2,HD_Caudate_R,1.353343
Subj_03,Model_Top_001,Task2,HD95_Caudate_R,0.960551
Subj_03,Model_Top_001,Task2,ASSD_Caudate_R,0.363756
Subj_03,Model_Top_001,Task2,RVE_Caudate_R,1.526131
Subj_03,Model_Top_001,Task2,DSC_Lentiform_L,0.838643
Subj_03,Model_Top_001,Task2,HD_Lentiform_L,1.666775
Subj_03,Model_Top_001,Task2,HD95_Lentiform_L,1.379227
Subj_03,Model_Top_001,Task2,ASSD_Lentiform_L,0.530273
Subj_03,Model_Top_001,Task2,RVE_Lentiform_L,2.216173
Subj_03,Model_Top_001,Task2,DSC_Lentiform_R,0.819165
Subj_03,Model_Top_001,Task2,HD_Lentiform_R,2.344443
Subj_03,Model_Top_001,Task2,HD95_Lentiform_R,1.538959
Subj_03,Model_Top_001,Task2,ASSD_Lentiform_R,0.603066
Subj_03,Model_Top_001,Task2,RVE_Lentiform_R,2.799636
Subj_03,Model_Top_001,Task2,DSC_Thalamus_L,0.887191
Subj_03,Model_Top_001,Task2,HD_Thalamus_L,4.393208
Subj_03,Model_Top_001,Task2,HD95_Thalamus_L,1.343899
Subj_03,Model_Top_001,Task2,ASSD_Thalamus_L,0.504743
Subj_03,Model_Top_001,Task2,RVE_Thalamus_L,0.605828
Subj_03,Model_Top_001,Task2,DSC_Thalamus_R,0.862872
Subj_03,Model_Top_001,Task2,HD_Thalamus_R,2.300966
Subj_03,Model_Top_001,Task2,HD95_Thalamus_R,1.543769
Subj_03,Model_Top_001,Task2,ASSD_Thalamus_R,0.590622
Subj_03,Model_Top_001,Task2,RVE_Thalamus_R,2.073553
Subj_03,Model_Top_001,Task2,DSC_CorpusCallosum,0.865836
Subj_03,Model_Top_001,Task2,HD_CorpusCallosum,2.105805
Subj_03,Model_Top_001,Task2,HD95_CorpusCallosum,1.341008
Subj_03,Model_Top_001,Task2,ASSD_CorpusCallosum,0.50764
Subj_03,Model_Top_001,Task2,RVE_CorpusCallosum,1.333693
Subj_04,Model_Top_001,Task2,DSC_Hippocampus_L,0.804504
Subj_04,Model_Top_001,Task2,HD_Hippocampus_L,2.201988
Subj_04,Model_Top_001,Task2,HD95_Hippocampus_L,1.34197
Subj_04,Model_Top_001,Task2,ASSD_Hippocampus_L,0.528756
Subj_04,Model_Top_001,Task2,RVE_Hippocampus_L,3.144594
Subj_04,Model_Top_001,Task2,DSC_Hippocampus_R,0.776947
Subj_04,Model_Top_001,Task2,HD_Hippocampus_R,2.280339
Subj_04,Model_Top_001,Task2,HD95_Hippocampus_R,1.551085
Subj_04,Model_Top_001,Task2,ASSD_Hippocampus_R,0.62785
Subj_04,Model_Top_001,Task2,RVE_Hippocampus_R,4.195184
Subj_04,Model_Top_001,Task2,DSC_Ventricle_L,0.920548
Subj_04,Model_Top_001,Task2,HD_Ventricle_L,2.395433
Subj_04,Model_Top_001,Task2,HD95_Ventricle_L,1.533391
Subj_04,Model_Top_001,Task2,ASSD_Ventricle_L,0.574782
Subj_04,Model_Top_001,Task2,RVE_Ventricle_L,0.810996
Subj_04,Model_Top_001,Task2,DSC_Ventricle_R,0.865402
Subj_04,Model_Top_001,Task2,HD_Ventricle_R,3.304505
Subj_04,Model_Top_001,Task2,HD95_Ventricle_R,2.069339
Subj_04,Model_Top_001,Task2,ASSD_Ventricle_R,0.810738
Subj_04,Model_Top_001,Task2,RVE_Ventricle_R,2.693785
Subj_04,Model_Top_001,Task2,DSC_Caudate_L,0.845301
Subj_04,Model_Top_001,Task2,HD_Caudate_L,1.407291
Subj_04,Model_Top_001,Task2,HD95_Caudate_L,0.911398
Subj_04,Model_Top_001,Task2,ASSD_Caudate_L,0.34291
Subj_04,Model_Top_001,Task2,RVE_Caudate_L,1.044222
Subj_04,Model_Top_001,Task2,DSC_Caudate_R,0.832546
Subj_04,Model_Top_001,Task2,HD_Caudate_R,1.20288
Subj_04,Model_Top_001,Task2,HD95_Caudate_R,0.983596
Subj_04,Model_Top_001,Task2,ASSD_Caudate_R,0.373726
Subj_04,Model_Top_001,Task2,RVE_Caudate_R,1.473844
Subj_04,Model_Top_001,Task2,DSC_Lentiform_L,0.853663
Subj_04,Model_Top_001,Task2,HD_Lentiform_L,1.631587
Subj_04,Model_Top_001,Task2,HD95_Lentiform_L,1.263966
Subj_04,Model_Top_001,Task2,ASSD_Lentiform_L,0.479462
Subj_04,Model_Top_001,Task2,RVE_Lentiform_L,1.404153
Subj_04,Model_Top_001,Task2,DSC_Lentiform_R,0.87792
Subj_04,Model_Top_001,Task2,HD_Lentiform_R,1.720955
Subj_04,Model_Top_001,Task2,HD95_Lentiform_R,1.099739
Subj_04,Model_Top_001,Task2,ASSD_Lentiform_R,0.411374
Subj_04,Model_Top_001,Task2,RVE_Lentiform_R,0.515235
Subj_04,Model_Top_001,Task2,DSC_Thalamus_L,0.880771
Subj_04,Model_Top_001,Task2,HD_Thalamus_L,2.219796
Subj_04,Model_Top_001,Task2,HD95_Thalamus_L,1.393777
Subj_04,Model_Top_001,Task2,ASSD_Thalamus_L,0.525569
Subj_04,Model_Top_001,Task2,RVE_Thalamus_L,1.272119
Subj_04,Model_Top_001,Task2,DSC_Thalamus_R,0.880721
Subj_04,Model_Top_001,Task2,HD_Thalamus_R,7.890411
Subj_04,Model_Top_001,Task2,HD95_Thalamus_R,1.394178
Subj_04,Model_Top_001,Task2,ASSD_Thalamus_R,0.525738
Subj_04,Model_Top_001,Task2,RVE_Thalamus_R,0.780179
Subj_04,Model_Top_001,Task2,DSC_CorpusCallosum,0.882737
Subj_04,Model_Top_001,Task2,HD_CorpusCallosum,1.286536
Subj_04,Model_Top_001,Task2,HD95_CorpusCallosum,1.217427
Subj_04,Model_Top_001,Task2,ASSD_CorpusCallosum,0.456085
Subj_04,Model_Top_001,Task2,RVE_CorpusCallosum,0.874857
Subj_05,Model_Top_001,Task2,DSC_Hippocampus_L,0.794614
Subj_05,Model_Top_001,Task2,HD_Hippocampus_L,1.843278
Subj_05,Model_Top_001,Task2,HD95_Hippocampus_L,1.415509
Subj_05,Model_Top_001,Task2,ASSD_Hippocampus_L,0.563249
Subj_05,Model_Top_001,Task2,RVE_Hippocampus_L,3.210919
Subj_05,Model_Top_001,Task2,DSC_Hippocampus_R,0.84697
Subj_05,Model_Top_001,Task2,HD_Hippocampus_R,1.555643
Subj_05,Model_Top_001,Task2,HD95_Hippocampus_R,1.051315
Subj_05,Model_Top_001,Task2,ASSD_Hippocampus_R,0.397858
Subj_05,Model_Top_001,Task2,RVE_Hippocampus_R,0.984381
Subj_05,Model_Top_001,Task2,DSC_Ventricle_L,0.852839
Subj_05,Model_Top_001,Task2,HD_Ventricle_L,2.66172
Subj_05,Model_Top_001,Task2,HD95_Ventricle_L,2.206791
Subj_05,Model_Top_001,Task2,ASSD_Ventricle_L,0.874819
Subj_05,Model_Top_001,Task2,RVE_Ventricle_L,3.312777
Subj_05,Model_Top_001,Task2,DSC_Ventricle_R,0.904782
Subj_05,Model_Top_001,Task2,HD_Ventricle_R,2.367698
Subj_05,Model_Top_001,Task2,HD95_Ventricle_R,1.671953
Subj_05,Model_Top_001,Task2,ASSD_Ventricle_R,0.632701
Subj_05,Model_Top_001,Task2,RVE_Ventricle_R,1.331603
Subj_05,Model_Top_001,Task2,DSC_Caudate_L,0.844042
Subj_05,Model_Top_001,Task2,HD_Caudate_L,0.978804
Subj_05,Model_Top_001,Task2,HD95_Caudate_L,0.918246
Subj_05,Model_Top_001,Task2,ASSD_Caudate_L,0.345774
Subj_05,Model_Top_001,Task2,RVE_Caudate_L,0.892181
Subj_05,Model_Top_001,Task2,DSC_Caudate_R,0.821985
Subj_05,Model_Top_001,Task2,HD_Caudate_R,1.213897
Subj_05,Model_Top_001,Task2,HD95_Caudate_R,1.047354
Subj_05,Model_Top_001,Task2,ASSD_Caudate_R,0.401828
Subj_05,Model_Top_001,Task2,RVE_Caudate_R,1.846657
Subj_05,Model_Top_001,Task2,DSC_Lentiform_L,0.856707
Subj_05,Model_Top_001,Task2,HD_Lentiform_L,1.266481
Subj_05,Model_Top_001,Task2,HD95_Lentiform_L,1.241648
Subj_05,Model_Top_001,Task2,ASSD_Lentiform_L,0.469846
Subj_05,Model_Top_001,Task2,RVE_Lentiform_L,0.913536
Subj_05,Model_Top_001,Task2,DSC_Lentiform_R,0.816554
Subj_05,Model_Top_001,Task2,HD_Lentiform_R,2.368469
Subj_05,Model_Top_001,Task2,HD95_Lentiform_R,1.561105
Subj_05,Model_Top_001,Task2,ASSD_Lentiform_R,0.613329
Subj_05,Model_Top_001,Task2,RVE_Lentiform_R,2.753634
Subj_05,Model_Top_001,Task2,DSC_Thalamus_L,0.878906
Subj_05,Model_Top_001,Task2,HD_Thalamus_L,2.077363
Subj_05,Model_Top_001,Task2,HD95_Thalamus_L,1.408707
Subj_05,Model_Top_001,Task2,ASSD_Thalamus_L,0.531896
Subj_05,Model_Top_001,Task2,RVE_Thalamus_L,1.383978
Subj_05,Model_Top_001,Task2,DSC_Thalamus_R,0.890264
Subj_05,Model_Top_001,Task2,HD_Thalamus_R,1.347382
Subj_05,Model_Top_001,Task2,HD95_Thalamus_R,1.320963
Subj_05,Model_Top_001,Task2,ASSD_Thalamus_R,0.495356
Subj_05,Model_Top_001,Task2,RVE_Thalamus_R,0.742154
Subj_05,Model_Top_001,Task2,DSC_CorpusCallosum,0.878354
Subj_05,Model_Top_001,Task2,HD_CorpusCallosum,1.894331
Subj_05,Model_Top_001,Task2,HD95_CorpusCallosum,1.247812
Subj_05,Model_Top_001,Task2,ASSD_CorpusCallosum,0.468423
Subj_05,Model_Top_001,Task2,RVE_CorpusCallosum,0.749407
Subj_06,Model_Top_001,Task2,DSC_Hippocampus_L,0.797735
Subj_06,Model_Top_001,Task2,HD_Hippocampus_L,1.669021
Subj_06,Model_Top_001,Task2,HD95_Hippocampus_L,1.392107
Subj_06,Model_Top_001,Task2,ASSD_Hippocampus_L,0.552227
Subj_06,Model_Top_001,Task2,RVE_Hippocampus_L,3.459211
Subj_06,Model_Top_001,Task2,DSC_Hippocampus_R,0.87912
Subj_06,Model_Top_001,Task2,HD_Hippocampus_R,0.952765
Subj_06,Model_Top_001,Task2,HD95_Hippocampus_R,0.88221
Subj_06,Model_Top_001,Task2,ASSD_Hippocampus_R,0.330609
Subj_06,Model_Top_001,Task2,RVE_Hippocampus_R,0.207549
Subj_06,Model_Top_001,Task2,DSC_Ventricle_L,0.900863
Subj_06,Model_Top_001,Task2,HD_Ventricle_L,2.46093
Subj_06,Model_Top_001,Task2,HD95_Ventricle_L,1.708661
Subj_06,Model_Top_001,Task2,ASSD_Ventricle_L,0.648535
Subj_06,Model_Top_001,Task2,RVE_Ventricle_L,1.593478
Subj_06,Model_Top_001,Task2,DSC_Ventricle_R,0.882243
Subj_06,Model_Top_001,Task2,HD_Ventricle_R,3.007012
Subj_06,Model_Top_001,Task2,HD95_Ventricle_R,1.892375
Subj_06,Model_Top_001,Task2,ASSD_Ventricle_R,0.729883
Subj_06,Model_Top_001,Task2,RVE_Ventricle_R,2.054483
Subj_06,Model_Top_001,Task2,DSC_Caudate_L,0.836244
Subj_06,Model_Top_001,Task2,HD_Caudate_L,1.313051
Subj_06,Model_Top_001,Task2,HD95_Caudate_L,0.962064
Subj_06,Model_Top_001,Task2,ASSD_Caudate_L,0.364407
Subj_06,Model_Top_001,Task2,RVE_Caudate_L,1.436111
Subj_06,Model_Top_001,Task2,DSC_Caudate_R,0.857199
Subj_06,Model_Top_001,Task2,HD_Caudate_R,1.163578
Subj_06,Model_Top_001,Task2,HD95_Caudate_R,0.850625
Subj_06,Model_Top_001,Task2,ASSD_Caudate_R,0.31826
Subj_06,Model_Top_001,Task2,RVE_Caudate_R,0.745326
Subj_06,Model_Top_001,Task2,DSC_Lentiform_L,0.837871
Subj_06,Model_Top_001,Task2,HD_Lentiform_L,1.567719
Subj_06,Model_Top_001,Task2,HD95_Lentiform_L,1.385349
Subj_06,Model_Top_001,Task2,ASSD_Lentiform_L,0.533018
Subj_06,Model_Top_001,Task2,RVE_Lentiform_L,2.02397
Subj_06,Model_Top_001,Task2,DSC_Lentiform_R,0.852898
Subj_06,Model_Top_001,Task2,HD_Lentiform_R,1.416365
Subj_06,Model_Top_001,Task2,HD95_Lentiform_R,1.269634
Subj_06,Model_Top_001,Task2,ASSD_Lentiform_R,0.481918
Subj_06,Model_Top_001,Task2,RVE_Lentiform_R,1.472826
Subj_06,Model_Top_001,Task2,DSC_Thalamus_L,0.867333
Subj_06,Model_Top_001,Task2,HD_Thalamus_L,1.934573
Subj_06,Model_Top_001,Task2,HD95_Thalamus_L,1.505098
Subj_06,Model_Top_001,Task2,ASSD_Thalamus_L,0.573568
Subj_06,Model_Top_001,Task2,RVE_Thalamus_L,1.698538
Subj_06,Model_Top_001,Task2,DSC_Thalamus_R,0.863679
Subj_06,Model_Top_001,Task2,HD_Thalamus_R,1.959054
Subj_06,Model_Top_001,Task2,HD95_Thalamus_R,1.536717
Subj_06,Model_Top_001,Task2,ASSD_Thalamus_R,0.587499
Subj_06,Model_Top_001,Task2,RVE_Thalamus_R,1.507112
Subj_06,Model_Top_001,Task2,DSC_CorpusCallosum,0.81845
Subj_06,Model_Top_001,Task2,HD_CorpusCallosum,1.869879
Subj_06,Model_Top_001,Task2,HD95_CorpusCallosum,1.747823
Subj_06,Model_Top_001,Task2,ASSD_CorpusCallosum,0.691593
Subj_06,Model_Top_001,Task2,RVE_CorpusCallosum,3.125836
Subj_07,Model_Top_001,Task2,DSC_Hippocampus_L,0.87912
Subj_07,Model_Top_001,Task2,HD_Hippocampus_L,1.204087
Subj_07,Model_Top_001,Task2,HD95_Hippocampus_L,0.88221
Subj_07,Model_Top_001,Task2,ASSD_Hippocampus_L,0.330609
Subj_07,Model_Top_001,Task2,RVE_Hippocampus_L,0.11605
Subj_07,Model_Top_001,Task2,DSC_Hippocampus_R,0.82526
Subj_07,Model_Top_001,Task2,HD_Hippocampus_R,1.6823
Subj_07,Model_Top_001,Task2,HD95_Hippocampus_R,1.194104
Subj_07,Model_Top_001,Task2,ASSD_Hippocampus_R,0.460864
Subj_07,Model_Top_001,Task2,RVE_Hippocampus_R,2.321507
Subj_07,Model_Top_001,Task2,DSC_Ventricle_L,0.886826
Subj_07,Model_Top_001,Task2,HD_Ventricle_L,2.376157
Subj_07,Model_Top_001,Task2,HD95_Ventricle_L,1.845874
Subj_07,Model_Top_001,Task2,ASSD_Ventricle_L,0.709006
Subj_07,Model_Top_001,Task2,RVE_Ventricle_L,1.980807
Subj_07,Model_Top_001,Task2,DSC_Ventricle_R,0.937473
Subj_07,Model_Top_001,Task2,HD_Ventricle_R,2.054025
Subj_07,Model_Top_001,Task2,HD95_Ventricle_R,1.411519
Subj_07,Model_Top_001,Task2,ASSD_Ventricle_R,0.528505
Subj_07,Model_Top_001,Task2,RVE_Ventricle_R,0.107505
Subj_07,Model_Top_001,Task2,DSC_Caudate_L,0.839833
Subj_07,Model_Top_001,Task2,HD_Caudate_L,1.258142
Subj_07,Model_Top_001,Task2,HD95_Caudate_L,0.941616
Subj_07,Model_Top_001,Task2,ASSD_Caudate_L,0.355652
Subj_07,Model_Top_001,Task2,RVE_Caudate_L,1.045394
Subj_07,Model_Top_001,Task2,DSC_Caudate_R,0.836301
Subj_07,Model_Top_001,Task2,HD_Caudate_R,1.271204
Subj_07,Model_Top_001,Task2,HD95_Caudate_R,0.961738
Subj_07,Model_Top_001,Task2,ASSD_Caudate_R,0.364267
Subj_07,Model_Top_001,Task2,RVE_Caudate_R,1.487914
Subj_07,Model_Top_001,Task2,DSC_Lentiform_L,0.859897
Subj_07,Model_Top_001,Task2,HD_Lentiform_L,1.31687
Subj_07,Model_Top_001,Task2,HD95_Lentiform_L,1.218689
Subj_07,Model_Top_001,Task2,ASSD_Lentiform_L,0.460046
Subj_07,Model_Top_001,Task2,RVE_Lentiform_L,1.12699
Subj_07,Model_Top_001,Task2,DSC_Lentiform_R,0.855222
Subj_07,Model_Top_001,Task2,HD_Lentiform_R,1.53134
Subj_07,Model_Top_001,Task2,HD95_Lentiform_R,1.252485
Subj_07,Model_Top_001,Task2,ASSD_Lentiform_R,0.474505
Subj_07,Model_Top_001,Task2,RVE_Lentiform_R,1.004015
Subj_07,Model_Top_001,Task2,DSC_Thalamus_L,0.857595
Subj_07,Model_Top_001,Task2,HD_Thalamus_L,2.419248
Subj_07,Model_Top_001,Task2,HD95_Thalamus_L,1.590458
Subj_07,Model_Top_001,Task2,ASSD_Thalamus_L,0.611425
Subj_07,Model_Top_001,Task2,RVE_Thalamus_L,2.251052
Subj_07,Model_Top_001,Task2,DSC_Thalamus_R,0.881769
Subj_07,Model_Top_001,Task2,HD_Thalamus_R,1.546378
Subj_07,Model_Top_001,Task2,HD95_Thalamus_R,1.385867
Subj_07,Model_Top_001,Task2,ASSD_Thalamus_R,0.522233
Subj_07,Model_Top_001,Task2,RVE_Thalamus_R,0.573934
Subj_07,Model_Top_001,Task2,DSC_CorpusCallosum,0.845189
Subj_07,Model_Top_001,Task2,HD_CorpusCallosum,2.226343
Subj_07,Model_Top_001,Task2,HD95_CorpusCallosum,1.509735
Subj_07,Model_Top_001,Task2,ASSD_CorpusCallosum,0.58203
Subj_07,Model_Top_001,Task2,RVE_CorpusCallosum,2.044588
Subj_08,Model_Top_001,Task2,DSC_Hippocampus_L,0.847622
Subj_08,Model_Top_001,Task2,HD_Hippocampus_L,1.32302
Subj_08,Model_Top_001,Task2,HD95_Hippocampus_L,1.047262
Subj_08,Model_Top_001,Task2,ASSD_Hippocampus_L,0.396121
Subj_08,Model_Top_001,Task2,RVE_Hippocampus_L,1.310935
Subj_08,Model_Top_001,Task2,DSC_Hippocampus_R,0.83349
Subj_08,Model_Top_001,Task2,HD_Hippocampus_R,1.523985
Subj_08,Model_Top_001,Task2,HD95_Hippocampus_R,1.138323
Subj_08,Model_Top_001,Task2,ASSD_Hippocampus_R,0.435885
Subj_08,Model_Top_001,Task2,RVE_Hippocampus_R,2.00563
Subj_08,Model_Top_001,Task2,DSC_Ventricle_L,0.880806
Subj_08,Model_Top_001,Task2,HD_Ventricle_L,3.039992
